Journal title,Eligible,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
Journal of Functional Biomaterials,0,J Funct Biomater,,2079-4983,Multidisciplinary Digital Publishing Institute  (MDPI),101570734,v.9(4);Dec 2018,v.1;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2398/
Journal of Fungi,0,J Fungi (Basel),,2309-608X,Multidisciplinary Digital Publishing Institute  (MDPI),101671827,v.4(3);Sep 2018,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3359/
Journal of Gastric Cancer,0,J Gastric Cancer,2093-582X,2093-5641,Korean Gastric Cancer Association,101559430,v.18(4);Dec 2018,v.10;2010,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1610/
Journal of Gastrointestinal Oncology,0,J Gastrointest Oncol,2078-6891,2219-679X,AME Publications,101557751,v.9(6);Dec 2018,v.1;2010,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1824/
Journal of General and Family Medicine,0,J Gen Fam Med,2189-6577,2189-7948,Wiley-Blackwell,101689875,v.20(1);Jan 2019,v.18;2017,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3333/
Journal of General Internal Medicine,0,J Gen Intern Med,0884-8734,1525-1497,Society of General Internal Medicine,8605834,v.34(1);Jan 2019,v.12;1997,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/227/
The Journal of General Physiology,0,J Gen Physiol,0022-1295,1540-7748,The Rockefeller University Press,2985110R,"v.151(2);Feb 4, 2019",v.1;1918,6 months,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/484/
The Journal of General Virology,0,J Gen Virol,0022-1317,1465-2099,Microbiology Society,77340,v.99(9);Sep 2018,v.87;2006,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Gen+Virol%22%5Bjournal%5D
Journal of Genetic Engineering &#x0026; Biotechnology,0,J Genet Eng Biotechnol,1687-157X,2090-5920,"Academy of Scientific Research and Technology, Egypt",101317150,v.16(1);Jun 2018,v.13;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3585/
Journal of Genomics,0,J Genomics,,1839-9940,Ivyspring International Publisher,101623535,v.7;2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2517/
Journal of Geriatric Cardiology : JGC,0,J Geriatr Cardiol,1671-5411,,"Institute of Geriatric Cardiology, Chinese PLA General Hospital",101237881,v.15(12);Dec 2018,v.8;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1794/
The Journals of Gerontology Series A: Biological Sciences and Medical Sciences,0,J Gerontol A Biol Sci Med Sci,1079-5006,1758-535X,Oxford University Press,9502837,v.74(2);Jan 2019,v.63;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Gerontol+A+Biol+Sci+Med+Sci%22%5Bjournal%5D
The Journals of Gerontology Series B: Psychological Sciences and Social Sciences,0,J Gerontol B Psychol Sci Soc Sci,1079-5014,1758-5368,Oxford University Press,9508483,v.74(2);Jan 2019,v.58;2003,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Gerontol+B+Psychol+Sci+Soc+Sci%22%5Bjournal%5D
Journal of Ginseng Research,0,J Ginseng Res,1226-8453,2093-4947,Elsevier,100890690,v.43(1);Jan 2019,v.35;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1977/
Journal of Global Health,0,J Glob Health,2047-2978,2047-2986,Edinburgh University Global Health Society,101578780,v.9(1);Jun 2019,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1902/
Journal of Global Infectious Diseases,0,J Glob Infect Dis,0974-777X,0974-8245,Wolters Kluwer -- Medknow Publications,101521436,v.10(4);Oct-Dec 2018,v.1;2009,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1193/
Journal of Global Oncology,0,J Glob Oncol,,2378-9506,American Society of Clinical Oncology,101674751,v.4;2018,v.1;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3177/
Journal of Graduate Medical Education,0,J Grad Med Educ,1949-8349,1949-8357,Accreditation Council for Graduate Medical Education,101521733,v.10(6);Dec 2018,v.1;2009,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1302/
Journal of Gynecological Endoscopy and Surgery,0,J Gynecol Endosc Surg,0974-1216,0974-7818,Wolters Kluwer -- Medknow Publications,101536715,v.2(2);Jul-Dec 2011,v.1;2009,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1763/
Journal of Gynecologic Oncology,0,J Gynecol Oncol,2005-0380,2005-0399,Asian Society of Gynecologic Oncology & Korean Society of Gynecologic Oncology and Colposcopy,101483150,v.30(1);Jan 2019,v.19;2008,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/883/
Journal of Gynecologic Surgery,0,J Gynecol Surg,1042-4067,1557-7724,"Mary Ann Liebert, Inc.",9000936,"v.35(1);Feb 1, 2019",v.28;2012,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Gynecol+Surg%22%5Bjournal%5D
Journal of Hand and Microsurgery,0,J Hand Microsurg,0974-3227,0974-6897,Thieme Medical Publishers,101498171,v.10(3);Dec 2018,v.1;2009,12 months,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1432/
The Journal of Headache and Pain,0,J Headache Pain,1129-2369,1129-2377,BioMed Central,100940562,v.19(1);2018,v.1;2000,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1613/
Journal of Health &#x0026; Pollution,0,J Health Pollut,,2156-9614,Pure Earth,101690849,v.8(20);Dec 2018,v.5;2015,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3554/
"Journal of Health, Population, and Nutrition",0,J Health Popul Nutr,1606-0997,2072-1315,BioMed Central,100959228,v.38;2019,v.24;2006,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/780/
Journal of Healthcare Engineering,0,J Healthc Eng,2040-2295,2040-2309,Hindawi Limited,101528166,v.2019;2019,v.2016;2016,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3108/
Journal of Healthcare Leadership,0,J Healthc Leadersh,,1179-3201,Dove Press,101614314,v.10;2018,v.7;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3379/
Journal of Heat Transfer,0,J Heat Transfer,0022-1481,1528-8943,American Society of Mechanical Engineers,101536732,v.139(3);Mar 2017,v.135;2013,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Heat+Transfer%22%5Bjournal%5D
Journal of Hematology &#x0026; Oncology,0,J Hematol Oncol,,1756-8722,BioMed Central,101468937,v.12;2019,v.1;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/617/
Journal of Hematopathology,0,J Hematop,1868-9256,1865-5785,Springer-Verlag,101491976,v.3(1);Jun 2010,v.1;2008,,Some, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/843/
Journal of Hepatocellular Carcinoma,0,J Hepatocell Carcinoma,,2253-5969,Dove Press,101674775,v.6;2019,v.1;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3035/
Journal of Heredity,0,J Hered,0022-1503,1465-7333,Oxford University Press,375373,v.110(1);Jan 2019,v.99;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Hered%22%5Bjournal%5D
Journal of Hip Preservation Surgery,0,J Hip Preserv Surg,,2054-8397,Oxford University Press,101643347,v.5(4);Dec 2018,v.1;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2838/
Journal of the History of Medicine and Allied Sciences,0,J Hist Med Allied Sci,0022-5045,1468-4373,Oxford University Press,413415,v.73(4);Oct 2018,v.63;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Hist+Med+Allied+Sci%22%5Bjournal%5D
Journal of Histochemistry and Cytochemistry,0,J Histochem Cytochem,0022-1554,1551-5044,The Histochemical Society,9815334,v.67(2);Feb 2019,v.51;2003,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Histochem+Cytochem%22%5Bjournal%5D
Journal of Human Kinetics,0,J Hum Kinet,1640-5544,1899-7562,De Gruyter Open,101513031,v.65;Dec 2018,v.28;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1985/
Journal of Human Reproductive Sciences,0,J Hum Reprod Sci,0974-1208,1998-4766,Wolters Kluwer -- Medknow Publications,101473512,v.11(3);Jul-Sep 2018,v.1;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/910/
The Journal of Hygiene,0,J Hyg (Lond),0022-1724,,Cambridge University Press,375374,v.97(3);Dec 1986,v.1;1901,Immediate,No, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/336/
The Journal of IMA,0,J IMA,0899-8299,2160-9829,Islamic Medical Association of North America,8903928,v.44(1);2012,v.42;2010,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1904/
Journal of Immune Based Therapies and Vaccines,0,J Immune Based Ther Vaccines,,1476-8518,BioMed Central,101152206,v.9;2011,v.1;2003,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/196/
Journal of Immunology Research,0,J Immunol Res,2314-8861,2314-7156,Hindawi Limited,101627166,v.2019;2019,v.2014;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2403/
Journal for Immunotherapy of Cancer,0,J Immunother Cancer,,2051-1426,BioMed Central,101620585,v.7;2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2348/
Journal of Indian Association of Pediatric Surgeons,0,J Indian Assoc Pediatr Surg,0971-9261,1998-3891,Wolters Kluwer -- Medknow Publications,101179870,v.24(1);Jan-Mar 2019,v.13;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1005/
The Journal of the Indian Prosthodontic Society,0,J Indian Prosthodont Soc,0972-4052,1998-4057,Wolters Kluwer -- Medknow Publications,101255941,v.18(4);Oct-Dec 2018,v.10;2010,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1435/
Journal of Indian Society of Periodontology,0,J Indian Soc Periodontol,0972-124X,0975-1580,Wolters Kluwer -- Medknow Publications,101499342,v.23(1);Jan-Feb 2019,v.12;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1153/
The Journal of Infectious Diseases,0,J Infect Dis,0022-1899,1537-6613,Oxford University Press,413675,"v.219(4);Feb 15, 2019",v.184;2001,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Infect+Dis%22%5Bjournal%5D
Journal of Infection Prevention,0,J Infect Prev,1757-1774,1757-1782,SAGE Publications,101469725,v.20(1);Jan 2019,v.15;2014,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2936/
"Journal of Inflammation (London, England)",0,J Inflamm (Lond),,1476-9255,BioMed Central,101232234,v.16;2019,v.1;2004,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/304/
Journal of Inflammation Research,0,J Inflamm Res,,1178-7031,Dove Press,101512684,v.12;2019,v.1;2008,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1652/
Journal of Injury and Violence Research,0,J Inj Violence Res,2008-2053,2008-4072,Kermanshah University of Medical Sciences,101535747,v.10(2);Jul 2018,v.1;2009,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1484/
Journal of Innate Immunity,0,J Innate Immun,1662-811X,1662-8128,Karger Publishers,101469471,v.7(1);Jan 2015,v.1;2009,,Some, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Innate+Immun%22%5Bjournal%5D
Journal of Insect Science,0,J Insect Sci,,1536-2442,University of Wisconsin Libraries,101096396,v.19(1);Jan 2019,v.1;2001,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/204/
Journal of the International AIDS Society,0,J Int AIDS Soc,,1758-2652,Wiley-Blackwell,101478566,v.22(1);Jan 2019,v.6;2004,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/790/
The Journal of International Medical Research,0,J Int Med Res,0300-0605,1473-2300,SAGE Publications,346411,v.46(12);Dec 2018,v.44;2016,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3252/
Journal of International Oral Health : JIOH,0,J Int Oral Health,0976-7428,0976-1799,International Society of Preventive and Community Dentistry,101562691,v.7(9);Sep 2015,v.5;2013,,Some, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1998/
Journal of International Society of Preventive &#x0026; Community Dentistry,0,J Int Soc Prev Community Dent,2231-0762,2250-1002,Wolters Kluwer -- Medknow Publications,101618802,v.8(6);Nov-Dec 2018,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2254/
Journal of the International Society of Sports Nutrition,0,J Int Soc Sports Nutr,,1550-2783,BioMed Central,101234168,v.16;2019,v.1;2004,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/521/
Journal of Integrative Bioinformatics,0,J Integr Bioinform,,1613-4516,De Gruyter Open,101503361,v.15(4);Dec 2018,v.14;2017,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3434/
Journal of Intensive Care,0,J Intensive Care,,2052-0492,BioMed Central,101627304,v.7;2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2646/
Journal of the Intensive Care Society,0,J Intensive Care Soc,1751-1437,2057-360X,SAGE Publications,101538668,v.19(4);Nov 2018,v.16;2015,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3253/
Journal of Intercultural Ethnopharmacology,0,J Intercult Ethnopharmacol,,2146-8397,SAGEYA,101653911,v.6(3);Jul-Sep 2017,v.3;2014,,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/2775/
Journal of Interferon &#x0026; Cytokine Research,0,J Interferon Cytokine Res,1079-9907,1557-7465,"Mary Ann Liebert, Inc.",9507088,"v.39(1);Jan 1, 2019",v.27;2007,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Interferon+Cytokine+Res%22%5Bjournal%5D
Journal of Interventional Gastroenterology,0,J Interv Gastroenterol,2154-1280,2154-1299,Taylor &#x0026; Francis,101530990,v.2(4);Oct-Dec 2012,v.1;2011,,No, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Interv+Gastroenterol%22%5Bjournal%5D
Journal of Investigative Medicine High Impact Case Reports,0,J Investig Med High Impact Case Rep,,2324-7096,SAGE Publications,101624758,v.7;Jan-Dec 2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2607/
Journal of Istanbul University Faculty of Dentistry,0,J Istanb Univ Fac Dent,2149-2352,2149-4592,Istanbul University Faculty of Dentistry,101700975,v.51(3);2017,v.49;2015,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/3250/
Journal of the Japanese Physical Therapy Association,0,J Jpn Phys Ther Assoc,1344-1272,2188-8361,Japanese Physical Therapy Association,101213328,v.18(1);2015,v.1;1998,Immediate,No, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/2621/
Journal of Kidney Cancer and VHL,0,J Kidney Cancer VHL,,2203-5826,Codon Publications,101695919,v.5(4);2018,v.1;2014,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3165/
Journal of the Korean Association of Oral and Maxillofacial Surgeons,0,J Korean Assoc Oral Maxillofac Surg,2234-7550,2234-5930,Korean Association of Oral and Maxillofacial Surgeons,101580242,v.44(6);Dec 2018,v.39;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2169/
Journal of Korean Medical Science,0,J Korean Med Sci,1011-8934,1598-6357,Korean Academy of Medical Sciences,8703518,"v.34(5);Feb 4, 2019",v.1;1986,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/658/
Journal of Korean Neurosurgical Society,0,J Korean Neurosurg Soc,2005-3711,1598-7876,The Korean Neurosurgical Society,101467054,v.62(1);Jan 2019,v.42;2007,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/696/
Journal of the Korean Society of Coloproctology,0,J Korean Soc Coloproctol,2093-7822,2093-7830,Korean Society of Coloproctology,101546077,v.28(6);Dec 2012,v.26;2010,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1408/
Journal of the Korean Surgical Society,0,J Korean Surg Soc,2233-7903,2093-0488,Korean Surgical Society,101564795,v.85(6);Dec 2013,v.80;2011,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1657/
Journal of Laboratory Physicians,0,J Lab Physicians,0974-2727,0974-7826,Wolters Kluwer -- Medknow Publications,101551511,v.10(4);Oct-Dec 2018,v.1;2009,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1455/
Journal of Laparoendoscopic &#x0026; Advanced Surgical Techniques. Part A,0,J Laparoendosc Adv Surg Tech A,1092-6429,1557-9034,"Mary Ann Liebert, Inc.",9706293,"v.29(1);Jan 1, 2019",v.18;2008,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Laparoendosc+Adv+Surg+Tech+A%22%5Bjournal%5D
Journal of Lasers in Medical Sciences,0,J Lasers Med Sci,2008-9783,2228-6721,Shahid Beheshti University of Medical Sciences,101580415,v.9(2);Spring 2018,v.4;2013,Immediate,No, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2594/
Journal of Law and the Biosciences,0,J Law Biosci,,2053-9711,Oxford University Press,101633120,v.5(2);Aug 2018,v.1;2014,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2964/
Journal of Leukocyte Biology,0,J Leukoc Biol,0741-5400,1938-3673,The Society for Leukocyte Biology,8405628,v.102(6);Dec 2017,v.84;2008,,Some, NIH Portfolio , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Leukoc+Biol%22%5Bjournal%5D
Journal of Lifestyle Medicine,0,J Lifestyle Med,2234-8549,2288-1557,Yonsei University Wonju College of Medicine,101621214,v.8(2);Jul 2018,v.3;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2667/
Journal of Lipid Research,0,J Lipid Res,0022-2275,1539-7262,American Society for Biochemistry and Molecular Biology,376606,v.60(2);Feb 2019,v.49;2008,12 months or less,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/568/
Journal of Lipids,0,J Lipids,2090-3030,2090-3049,Hindawi Limited,101553819,v.2018;2018,v.2011;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1492/
Journal of Mammalogy,0,J Mammal,0022-2372,1545-1542,Oxford University Press,2985081R,"v.99(6);Dec 5, 2018",v.96;2015,12 months,Some, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Mammal%22%5Bjournal%5D
The Journal of Manual &#x0026; Manipulative Therapy,0,J Man Manip Ther,1066-9817,2042-6186,Taylor &#x0026; Francis,9433812,v.27(1);Feb 2019,v.15;2007,12 months or less,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/600/
Journal of Market Access &#x0026; Health Policy,0,J Mark Access Health Policy,,2001-6689,Taylor &#x0026; Francis,101670174,v.7(1);2019,v.1;2013,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/2912/
Journal. Massachusetts Association of Boards of Health,0,J Mass Assoc Boards Health,,,American Public Health Association,18430240R,v.14(4);Nov 1904,v.1;1891,Immediate,No, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/490/
Journal of Mathematical Neuroscience,0,J Math Neurosci,,2190-8567,Springer-Verlag,101572469,v.9;2019,v.1;2011,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1734/
Journal of Mathematical Physics,0,J Math Phys,0022-2488,1089-7658,American Institute of Physics,9890137,v.57(11);Nov 2016,v.51;2010,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Math+Phys%22%5Bjournal%5D
Journal of Maxillofacial &#x0026; Oral Surgery,0,J Maxillofac Oral Surg,0972-8279,0974-942X,Springer,101538309,v.18(1);Mar 2019,v.8;2009,12 months,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/1433/
Journal of Mechanical Design,0,J Mech Des N Y,1050-0472,1528-9001,American Society of Mechanical Engineers,101204393,v.140(7);Jul 2018,v.133;2011,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Mech+Des+N+Y%22%5Bjournal%5D
Journal of Mechanisms and Robotics,0,J Mech Robot,1942-4302,1942-4310,American Society of Mechanical Engineers,101562613,v.9(4);Aug 2017,v.5;2013,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Mech+Robot%22%5Bjournal%5D
Journal of Medical Biochemistry,0,J Med Biochem,1452-8258,1452-8266,De Gruyter Open,101315490,v.37(4);Dec 2018,v.34;2015,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3012/
Journal of Medical Case Reports,0,J Med Case Rep,,1752-1947,BioMed Central,101293382,v.13;2019,v.1;2007,Immediate,Some, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/476/
Journal of Medical Devices,0,J Med Device,1932-6181,1932-619X,American Society of Mechanical Engineers,101299321,v.13(1);Mar 2019,v.6;2012,12 months,No, NIH Portfolio , ,http://www.ncbi.nlm.nih.gov/pmc/?term=%22J+Med+Device%22%5Bjournal%5D
Journal of Medical Education and Curricular Development,0,J Med Educ Curric Dev,,2382-1205,SAGE Publications,101690298,v.6;Jan-Dec 2019,v.3;2016,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/3338/
